file,name,tokens,mapped_tokens,events,sequence,unknown_tokens
FS-Jump3D__json__Skater_D__Salchow__Salchow_8_event_sequence.json,FS-Jump3D__json__Skater_D__Salchow__Salchow_8,INSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick no"", ""land diff""]",e4 e2 e6 e8,"[""e4"", ""e2"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_D__Salchow__Salchow_9_event_sequence.json,FS-Jump3D__json__Skater_D__Salchow__Salchow_9,INSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick no"", ""land diff""]",e4 e2 e6 e8,"[""e4"", ""e2"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_D__Toeloop__Toeloop_1_event_sequence.json,FS-Jump3D__json__Skater_D__Toeloop__Toeloop_1,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land same""]",e4 e2 e5 e7,"[""e4"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_D__Toeloop__Toeloop_10_event_sequence.json,FS-Jump3D__json__Skater_D__Toeloop__Toeloop_10,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land same""]",e4 e2 e5 e7,"[""e4"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_D__Toeloop__Toeloop_2_event_sequence.json,FS-Jump3D__json__Skater_D__Toeloop__Toeloop_2,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land same""]",e4 e2 e5 e7,"[""e4"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_D__Toeloop__Toeloop_3_event_sequence.json,FS-Jump3D__json__Skater_D__Toeloop__Toeloop_3,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land same""]",e4 e2 e5 e7,"[""e4"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_D__Toeloop__Toeloop_4_event_sequence.json,FS-Jump3D__json__Skater_D__Toeloop__Toeloop_4,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land same""]",e4 e2 e5 e7,"[""e4"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_D__Toeloop__Toeloop_5_event_sequence.json,FS-Jump3D__json__Skater_D__Toeloop__Toeloop_5,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land same""]",e4 e2 e5 e7,"[""e4"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_D__Toeloop__Toeloop_6_event_sequence.json,FS-Jump3D__json__Skater_D__Toeloop__Toeloop_6,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land same""]",e4 e2 e5 e7,"[""e4"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_D__Toeloop__Toeloop_7_event_sequence.json,FS-Jump3D__json__Skater_D__Toeloop__Toeloop_7,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land same""]",e4 e2 e5 e7,"[""e4"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_D__Toeloop__Toeloop_8_event_sequence.json,FS-Jump3D__json__Skater_D__Toeloop__Toeloop_8,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land same""]",e4 e2 e5 e7,"[""e4"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_D__Toeloop__Toeloop_9_event_sequence.json,FS-Jump3D__json__Skater_D__Toeloop__Toeloop_9,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land same""]",e4 e2 e5 e7,"[""e4"", ""e2"", ""e5"", ""e7""]",
